route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
M11,A-U,M11-2-011-A-U-14h15-EstorilEstacao,,,1,,d8d5,,
M11,A-U,M11-2-017-A-U-18h45-EstorilEstacao,,,1,,d8d5,,
M12,A-S,M12-2-026-A-S-17h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-031-A-DF-07h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-037-A-DF-13h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-043-A-DF-19h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-034-A-DF-10h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-042-A-DF-18h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-1-029-A-S-20h15-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-008-A-U-13h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-014-A-U-19h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-011-A-U-16h35-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-018-A-S-09h15-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-007-A-U-12h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-013-A-U-18h35-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-017-A-S-08h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-022-A-S-13h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-028-A-S-19h15-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-006-A-U-11h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-009-A-U-14h35-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-016-A-S-07h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-026-A-S-17h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-032-A-DF-09h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-038-A-DF-15h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-043-A-DF-20h15-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-010-A-U-15h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-015-A-U-20h30-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-021-A-S-12h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-023-A-S-14h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-035-A-DF-12h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-040-A-DF-17h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-2-021-A-S-12h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-028-A-S-19h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-030-A-DF-06h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-036-A-DF-12h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-041-A-DF-17h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-1-034-A-DF-11h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-041-A-DF-18h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-024-A-S-15h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-033-A-DF-10h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-037-A-DF-14h15-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-005-A-U-10h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-012-A-U-17h35-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-020-A-S-11h15-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-001-A-U-06h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-002-A-U-07h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-003-A-U-08h35-CascaisTerminal,,,0,,d9z7,,
M12,A-U,M12-1-004-A-U-09h35-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-019-A-S-10h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-025-A-S-16h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-1-027-A-S-18h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-030-A-DF-07h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-031-A-DF-08h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-036-A-DF-13h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-039-A-DF-16h15-CascaisTerminal,,,0,,d9z7,,
M12,A-DF,M12-1-042-A-DF-19h15-CascaisTerminal,,,0,,d9z7,,
M12,A-S,M12-2-022-A-S-13h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-027-A-S-18h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-023-A-S-14h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-029-A-S-20h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-024-A-S-15h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-033-A-DF-09h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-038-A-DF-14h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-035-A-DF-11h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-040-A-DF-16h40-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-002-A-U-08h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-009-A-U-15h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-003-A-U-09h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-008-A-U-14h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-013-A-U-19h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-004-A-U-10h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-010-A-U-16h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-001-A-U-07h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-011-A-U-17h00-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-044-A-DF-20h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-025-A-S-16h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-015-A-S-06h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-016-A-S-07h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-017-A-S-08h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-019-A-S-10h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-020-A-S-11h40-EstorilEstacao,,,1,,r7vo,,
M12,A-S,M12-2-018-A-S-09h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-032-A-DF-08h40-EstorilEstacao,,,1,,r7vo,,
M12,A-DF,M12-2-039-A-DF-15h40-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-014-A-U-20h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-005-A-U-11h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-007-A-U-13h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-006-A-U-12h00-EstorilEstacao,,,1,,r7vo,,
M12,A-U,M12-2-012-A-U-18h00-EstorilEstacao,,,1,,r7vo,,
M13,A-U,M13-2-001-A-U-05h50-Manique,,,1,,d3nd,,
M13,A-S,M13-1-066-A-S-21h35-CascaisTerminal,,,0,,tym1,,
M13,A-S,M13-1-069-A-S-24h15-CascaisTerminal,,,0,,gwh0,,
M13,A-U,M13-1-040-A-U-21h02-CascaisTerminal,,,0,,gwh0,,
M13,A-S,M13-1-067-A-S-22h15-CascaisTerminal,,,0,,gwh0,,
M13,A-S,M13-1-068-A-S-23h15-CascaisTerminal,,,0,,gwh0,,
M13,A-DF,M13-1-093-A-DF-23h15-CascaisTerminal,,,0,,gwh0,,
M13,A-DF,M13-1-094-A-DF-24h15-CascaisTerminal,,,0,,gwh0,,
M13,A-U,M13-1-043-A-U-23h15-CascaisTerminal,,,0,,gwh0,,
M13,A-U,M13-1-044-A-U-24h15-CascaisTerminal,,,0,,gwh0,,
M13,A-DF,M13-1-092-A-DF-22h15-CascaisTerminal,,,0,,gwh0,,
M13,A-U,M13-2-015-A-U-10h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-U,M13-1-033-A-U-18h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-006-A-U-07h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-019-A-U-13h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-020-A-U-13h30-CascaisTerminal,,,0,,sz1q,,
M13,A-U,M13-1-021-A-U-14h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-022-A-U-14h30-CascaisTerminal,,,0,,sz1q,,
M13,A-U,M13-1-034-A-U-19h05-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-008-A-U-08h20-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-009-A-U-08h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-010-A-U-09h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-011-A-U-09h20-CascaisTerminal,,,0,,sz1q,,
M13,A-U,M13-1-012-A-U-09h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-013-A-U-10h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-014-A-U-10h40-CascaisTerminal,,,0,,sz1q,,
M13,A-U,M13-1-015-A-U-11h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-016-A-U-11h30-CascaisTerminal,,,0,,sz1q,,
M13,A-U,M13-1-017-A-U-12h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-018-A-U-12h30-CascaisTerminal,,,0,,sz1q,,
M13,A-DF,M13-1-081-A-DF-14h15-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-082-A-DF-14h55-CascaisTerminal,,,0,,3ox3,,
M13,A-DF,M13-1-083-A-DF-15h35-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-084-A-DF-16h15-CascaisTerminal,,,0,,3ox3,,
M13,A-DF,M13-1-085-A-DF-16h55-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-086-A-DF-17h35-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-087-A-DF-18h15-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-088-A-DF-18h55-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-035-A-U-19h20-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-036-A-U-19h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-037-A-U-20h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-038-A-U-20h20-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-039-A-U-20h40-CascaisTerminal,,,0,,7cr1,,
M13,A-U,M13-1-041-A-U-21h35-CascaisTerminal,,,0,,tym1,,
M13,A-U,M13-1-042-A-U-22h25-CascaisTerminal,,,0,,tym1,,
M13,A-S,M13-1-045-A-S-06h55-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-046-A-S-07h35-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-047-A-S-08h15-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-048-A-S-08h55-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-049-A-S-09h35-CascaisTerminal,,,0,,3ox3,,
M13,A-S,M13-1-050-A-S-10h15-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-051-A-S-10h55-CascaisTerminal,,,0,,3ox3,,
M13,A-S,M13-1-052-A-S-11h35-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-053-A-S-12h15-CascaisTerminal,,,0,,3ox3,,
M13,A-S,M13-1-054-A-S-12h55-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-055-A-S-13h35-CascaisTerminal,,,0,,3ox3,,
M13,A-S,M13-1-056-A-S-14h15-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-057-A-S-14h55-CascaisTerminal,,,0,,3ox3,,
M13,A-S,M13-1-058-A-S-15h35-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-059-A-S-16h15-CascaisTerminal,,,0,,3ox3,,
M13,A-S,M13-1-060-A-S-16h55-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-061-A-S-17h35-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-062-A-S-18h15-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-063-A-S-18h55-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-064-A-S-19h35-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-1-065-A-S-20h20-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-070-A-DF-06h55-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-071-A-DF-07h35-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-072-A-DF-08h15-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-073-A-DF-08h55-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-074-A-DF-09h35-CascaisTerminal,,,0,,3ox3,,
M13,A-DF,M13-1-075-A-DF-10h15-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-076-A-DF-10h55-CascaisTerminal,,,0,,3ox3,,
M13,A-DF,M13-1-077-A-DF-11h35-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-078-A-DF-12h15-CascaisTerminal,,,0,,3ox3,,
M13,A-DF,M13-1-079-A-DF-12h55-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-080-A-DF-13h35-CascaisTerminal,,,0,,3ox3,,
M13,A-DF,M13-1-089-A-DF-19h35-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-090-A-DF-20h20-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-1-091-A-DF-21h35-CascaisTerminal,,,0,,tym1,,
M13,A-U,M13-1-023-A-U-15h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-024-A-U-15h30-CascaisTerminal,,,0,,sz1q,,
M13,A-U,M13-1-025-A-U-16h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-007-A-U-08h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-026-A-U-16h20-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-027-A-U-16h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-028-A-U-17h05-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-029-A-U-17h25-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-030-A-U-17h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-031-A-U-18h00-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-032-A-U-18h20-CascaisTerminal,,,0,,lrl0,,
M13,A-DF,M13-2-067-A-DF-06h25-Manique,,,1,,d3nd,,
M13,A-DF,M13-2-068-A-DF-07h10-Manique,,,1,,d3nd,,
M13,A-U,M13-1-001-A-U-06h15-Manique,,,0,,iw0k,,
M13,A-U,M13-2-002-A-U-06h10-Manique,,,1,,d3nd,,
M13,A-U,M13-2-003-A-U-06h30-Manique,,,1,,d3nd,,
M13,A-S,M13-2-042-A-S-06h25-Manique,,,1,,d3nd,,
M13,A-S,M13-2-043-A-S-07h10-Manique,,,1,,d3nd,,
M13,A-U,M13-2-010-A-U-08h40-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-018-A-U-12h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-029-A-U-17h20-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-011-A-U-09h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-020-A-U-13h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-036-A-U-19h40-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-005-A-U-07h00-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-044-A-S-07h55-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-053-A-S-13h55-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-062-A-S-19h55-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-078-A-DF-13h55-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-024-A-U-15h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-032-A-U-18h25-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-004-A-U-06h40-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-007-A-U-07h40-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-046-A-S-09h15-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-047-A-S-09h55-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-055-A-S-15h15-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-059-A-S-17h55-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-070-A-DF-08h35-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-072-A-DF-09h55-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-080-A-DF-15h15-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-084-A-DF-17h55-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-009-A-U-08h20-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-028-A-U-17h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-014-A-U-10h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-026-A-U-16h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-033-A-U-18h40-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-035-A-U-19h20-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-049-A-S-11h15-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-060-A-S-18h35-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-069-A-DF-07h55-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-087-A-DF-19h55-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-016-A-U-11h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-034-A-U-19h00-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-045-A-S-08h35-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-051-A-S-12h35-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-057-A-S-16h35-EstorilEstacao,,,1,,jdzz,,
M13,A-S,M13-2-061-A-S-19h15-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-071-A-DF-09h15-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-082-A-DF-16h35-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-030-A-U-17h40-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-074-A-DF-11h15-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-085-A-DF-18h35-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-076-A-DF-12h35-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-086-A-DF-19h15-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-017-A-U-11h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-DF,M13-2-075-A-DF-11h40-SJoaodoEstorilE,,,1,,987i,,
M13,A-U,M13-2-012-A-U-09h20-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-006-A-U-07h20-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-008-A-U-07h59-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-019-A-U-12h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-U,M13-2-021-A-U-13h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-U,M13-2-023-A-U-14h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-U,M13-2-025-A-U-15h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-U,M13-2-027-A-U-16h30-CentrodeSaudeSJ,,,1,,0vzl,,
M13,A-S,M13-2-056-A-S-15h40-SJoaodoEstorilE,,,1,,987i,,
M13,A-DF,M13-2-073-A-DF-10h20-SJoaodoEstorilE,,,1,,987i,,
M13,A-S,M13-2-058-A-S-17h00-SJoaodoEstorilE,,,1,,987i,,
M13,A-DF,M13-2-077-A-DF-13h00-SJoaodoEstorilE,,,1,,987i,,
M13,A-DF,M13-2-079-A-DF-14h20-SJoaodoEstorilE,,,1,,987i,,
M13,A-U,M13-2-038-A-U-20h40-EstorilEstacao,,,1,,43v9,,
M13,A-U,M13-2-040-A-U-22h25-EstorilEstacao,,,1,,43v9,,
M13,A-U,M13-2-039-A-U-21h25-EstorilEstacao,,,1,,43v9,,
M13,A-U,M13-2-041-A-U-23h15-EstorilEstacao,,,1,,43v9,,
M13,A-S,M13-2-063-A-S-20h35-EstorilEstacao,,,1,,43v9,,
M13,A-S,M13-2-064-A-S-21h15-EstorilEstacao,,,1,,43v9,,
M13,A-S,M13-2-065-A-S-22h20-EstorilEstacao,,,1,,43v9,,
M13,A-DF,M13-2-088-A-DF-20h35-EstorilEstacao,,,1,,43v9,,
M13,A-DF,M13-2-089-A-DF-21h15-EstorilEstacao,,,1,,43v9,,
M13,A-S,M13-2-048-A-S-10h20-SJoaodoEstorilE,,,1,,987i,,
M13,A-S,M13-2-050-A-S-11h40-SJoaodoEstorilE,,,1,,987i,,
M13,A-S,M13-2-052-A-S-13h00-SJoaodoEstorilE,,,1,,987i,,
M13,A-S,M13-2-054-A-S-14h20-SJoaodoEstorilE,,,1,,987i,,
M13,A-DF,M13-2-083-A-DF-17h00-SJoaodoEstorilE,,,1,,987i,,
M13,A-U,M13-2-013-A-U-09h40-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-022-A-U-14h00-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-031-A-U-18h05-EstorilEstacao,,,1,,jdzz,,
M13,A-U,M13-2-037-A-U-20h00-EstorilEstacao,,,1,,jdzz,,
M13,A-DF,M13-2-081-A-DF-15h40-SJoaodoEstorilE,,,1,,987i,,
M13,A-DF,M13-2-090-A-DF-22h20-EstorilEstacao,,,1,,43v9,,
M13,A-U,M13-1-005-A-U-07h20-CascaisTerminal,,,0,,lrl0,,
M13,A-S,M13-2-066-A-S-23h40-Manique,,,1,,dv8b,,
M13,A-DF,M13-2-091-A-DF-23h40-Manique,,,1,,dv8b,,
M13,A-U,M13-1-002-A-U-06h20-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-003-A-U-06h40-CascaisTerminal,,,0,,lrl0,,
M13,A-U,M13-1-004-A-U-07h00-CascaisTerminal,,,0,,lrl0,,
M14,A-U,M14-1-024-A-U-20h25-CascaisTerminal,,,0,,cy3s,,
M14,A-U,M14-1-025-A-U-20h50-CascaisTerminal,,,0,,pi5t,,
M14,A-U,M14-1-026-A-U-21h50-CascaisTerminal,,,0,,pi5t,,
M14,A-U,M14-1-027-A-U-22h50-CascaisTerminal,,,0,,pi5t,,
M14,A-U,M14-1-028-A-U-23h50-CascaisTerminal,,,0,,pi5t,,
M14,A-S,M14-1-037-A-S-20h15-CascaisTerminal,,,0,,cy3s,,
M14,A-S,M14-1-038-A-S-20h50-CascaisTerminal,,,0,,pi5t,,
M14,A-S,M14-1-039-A-S-21h50-CascaisTerminal,,,0,,pi5t,,
M14,A-S,M14-1-040-A-S-22h50-CascaisTerminal,,,0,,pi5t,,
M14,A-S,M14-1-041-A-S-23h50-CascaisTerminal,,,0,,8dwq,,
M14,A-DF,M14-1-048-A-DF-20h15-CascaisTerminal,,,0,,cy3s,,
M14,A-DF,M14-1-049-A-DF-20h50-CascaisTerminal,,,0,,pi5t,,
M14,A-DF,M14-1-050-A-DF-21h50-CascaisTerminal,,,0,,pi5t,,
M14,A-DF,M14-1-051-A-DF-22h50-CascaisTerminal,,,0,,pi5t,,
M14,A-DF,M14-1-052-A-DF-23h50-CascaisTerminal,,,0,,8dwq,,
M14,E-U,M14-1-020-E-U-18h55-CascaisTerminal,,,0,,4mbp,,
M14,E-U,M14-1-010-E-U-12h20-CascaisTerminal,,,0,,grxc,,
M14,E-U,M14-1-012-E-U-13h20-CascaisTerminal,,,0,,grxc,,
M14,A-U,M14-1-019-A-U-18h25-CascaisTerminal,,,0,,sm5y,,
M14,A-U,M14-1-022-A-U-19h25-CascaisTerminal,,,0,,sm5y,,
M14,A-U,M14-1-017-A-U-17h20-CascaisTerminal,,,0,,sm5y,,
M14,A-U,M14-1-023-A-U-19h55-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-030-A-S-07h05-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-031-A-S-08h05-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-032-A-S-10h15-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-033-A-S-12h15-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-034-A-S-14h15-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-035-A-S-16h15-CascaisTerminal,,,0,,q41y,,
M14,A-S,M14-1-036-A-S-18h15-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-007-A-U-09h20-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-008-A-U-10h20-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-009-A-U-11h20-CascaisTerminal,,,0,,q41y,,
M14,A-DF,M14-1-042-A-DF-08h25-CascaisTerminal,,,0,,q41y,,
M14,A-DF,M14-1-043-A-DF-10h15-CascaisTerminal,,,0,,q41y,,
M14,A-DF,M14-1-044-A-DF-12h15-CascaisTerminal,,,0,,q41y,,
M14,A-DF,M14-1-045-A-DF-14h15-CascaisTerminal,,,0,,q41y,,
M14,A-DF,M14-1-046-A-DF-16h15-CascaisTerminal,,,0,,q41y,,
M14,A-DF,M14-1-047-A-DF-18h15-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-002-A-U-06h15-CascaisTerminal,,,0,,q41y,,
M14,FE-U,M14-1-011-FE-U-12h20-CascaisTerminal,,,0,,q41y,,
M14,FE-U,M14-1-004-FE-U-07h15-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-006-A-U-08h10-CascaisTerminal,,,0,,q41y,,
M14,FE-U,M14-1-021-FE-U-18h55-CascaisTerminal,,,0,,q41y,,
M14,FE-U,M14-1-013-FE-U-13h20-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-014-A-U-14h20-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-015-A-U-15h20-CascaisTerminal,,,0,,q41y,,
M14,A-U,M14-1-016-A-U-16h20-CascaisTerminal,,,0,,q41y,,
