Id,Nome,Tipo,Classificação,Comprimento,Sentido,Código,Rua Id
2390034,Rua Jaime Cortesão,Normal,Rua,91.61,Dois Sentidos,5163,1705497
2390054,Rua dos Pirilampos,Normal,Rua,51.63,Dois Sentidos,5167,1705488
2390060,Rua dos Pirilampos,Normal,Rua,74.41,Dois Sentidos,5168,1705488
2390065,Rua Dois de Setembro de 1945,Normal,Rua,70.49,Directo,5172,1705212
2390089,Rua Dom João II,Normal,Rua,116.4,Dois Sentidos,5183,1697945
2390095,Rua Dom Nuno Álvares Pereira,Normal,Rua,79.87,Dois Sentidos,5184,1698008
2390107,Rua Humberto Delgado,Normal,Rua,131.1,Dois Sentidos,5186,1699187
2390119,Travessa Beatriz Costa,Normal,Rua,28.15,Dois Sentidos,5189,1701776
2390125,Rua General Norton de Matos,Normal,Rua,16.13,Dois Sentidos,5193,1699290
2390133,Rua General Norton de Matos,Normal,Rua,39.21,Dois Sentidos,5194,1699290
2390143,Rua Infante Dom Henrique,Normal,Rua,36.13,Dois Sentidos,5195,1699336
2390149,Rua Professor Vitorino Nemésio,Normal,Rua,149.6,Dois Sentidos,5205,1700133
2390155,Rua Quinze de Agosto,Normal,Rua,29.45,Dois Sentidos,5093,1705197
2390183,Travessa da Cidade de Lisboa,Normal,Rua,27.50,Directo,5215,1702150
2390189,Travessa da Cidade de Lisboa,Normal,Rua,16.68,Directo,5216,1702150
2390242,Rua Odette Saint Maurice,Normal,Rua,70.98,Dois Sentidos,5181,1689387
2390272,Rua Palmira Bastos,Normal,Rua,247.0,Dois Sentidos,5196,1690066
2390280,Rua Palmira Bastos,Normal,Rua,28.10,Dois Sentidos,5197,1690066
2390286,Rua Quirino Evangelista,Normal,Rua,133.2,Directo,5198,1692772
2390294,Rua Quirino Evangelista,Normal,Rua,5.323,Directo,5199,1692772
2390302,Rua Quirino Evangelista,Normal,Rua,65.72,Directo,5200,1692772
2390310,Rua do Pinheirinho,Normal,Rua,97.29,Inverso,5201,1691215
2390320,Rua Gama Barros,Normal,Rua,46.95,Dois Sentidos,5202,2116674
2390332,Rua Primeiro de Maio,Normal,Rua,256.7,Dois Sentidos,5204,1692093
2390338,Rua Primeiro de Maio,Normal,Rua,64.65,Dois Sentidos,5206,1692093
2390400,Rua da Bela Vista,Normal,Rua,86.14,Directo,5223,1693269
2390448,Rua Sacadura Cabral,Normal,Rua,86.18,Dois Sentidos,5234,1693913
2390491,Praceta Luís de Camões,Normal,Rua,219.9,Directo,4217,1671192
2390527,Rua Afonso de Albuquerque,Normal,Rua,116.5,Dois Sentidos,5149,1673205
2390539,Rua da Paz,Normal,Rua,53.72,Dois Sentidos,4575,1690537
2390555,Rua Vasco da Gama,Normal,Rua,79.11,Dois Sentidos,5247,1696190
2390565,Rua Vinte e Cinco de Abril,Normal,Rua,63.38,Dois Sentidos,5252,1696642
2390601,Rua Vinte e Nove de Novembro,Normal,Rua,44.40,Dois Sentidos,5258,1696766
2390613,Rua Vinte e Nove de Novembro,Normal,Rua,16.05,Dois Sentidos,5260,1696766
2390627,Rua Vitor Hugo Moreira,Normal,Rua,314.5,Inverso,5262,1696954
2390633,Rua da Vistoria,Normal,Rua,66.71,Dois Sentidos,5264,1696976
2390653,Rua Ondina Pereira,Normal,Rua,60.19,Inverso,5271,1689618
2390659,Rua Ondina Pereira,Normal,Rua,74.14,Dois Sentidos,5272,1689618
2390669,Rua Ondina Pereira,Normal,Rua,54.05,Dois Sentidos,5274,1689618
2390675,Rua Ondina Pereira,Normal,Rua,61.03,Directo,5275,1689618
2390687,Rua de Galileu,Normal,Rua,71.87,Dois Sentidos,5280,2113930
2390695,Rua de Sócrates,Normal,Rua,71.72,Dois Sentidos,5282,1689181
2390715,Rua Pax Julia,Normal,Rua,19.46,Dois Sentidos,5285,1690499
2390721,Rua Pax Julia,Normal,Rua,18.63,Dois Sentidos,5286,1690499
2390745,Rua Feliciano Moreira,Normal,Rua,12.29,Dois Sentidos,5293,1680801
2390759,Rua Feliciano Moreira,Normal,Rua,66.89,Dois Sentidos,5300,1680801
2390779,Rua Feliciano Moreira,Normal,Rua,79.33,Dois Sentidos,5303,1680801
2390787,Rua Feliciano Castilho,Normal,Rua,85.29,Dois Sentidos,5326,1680794
2390801,Praceta Francisca Lindoso,Normal,Rua,20.50,Dois Sentidos,5240,1704891
2390807,Praceta Francisca Lindoso,Normal,Rua,17.53,Dois Sentidos,5240,1704891
2390813,Praceta Francisca Lindoso,Normal,Rua,47.34,Dois Sentidos,5241,1704891
2390819,Praceta Francisca Lindoso,Normal,Rua,46.25,Dois Sentidos,5242,1704891
2390825,Praceta Francisca Lindoso,Normal,Rua,34.83,Dois Sentidos,5243,1704891
2390831,Rua Francisca Lindoso,Normal,Rua,30.18,Dois Sentidos,5139,1704882
2390837,Praceta Francisca Lindoso,Normal,Rua,9.718,Dois Sentidos,5250,1704891
2390857,Rua Dom Duarte de Menezes,Normal,Rua,46.59,Dois Sentidos,5320,1697851
2390905,Rua Manuel Casanova Rodrigues,Normal,Rua,45.27,Directo,5399,1687004
2390947,Rua do Comércio,Normal,Rua,33.90,Dois Sentidos,5610,1678734
2390973,Rua Luís de Camões,Normal,Rua,119.3,Inverso,5519,1686376
2390979,Rua Luís de Camões,Normal,Rua,47.10,Dois Sentidos,5520,1686376
2390993,Rua José Sanches de Brito,Normal,Rua,9.133,Dois Sentidos,5536,1685291
2390999,Rua Hermínia Silva,Normal,Rua,47.67,Directo,5542,1683475
2391007,Rua Inês de Castro,Normal,Rua,121.8,Dois Sentidos,5546,1683752
2391033,Rua Joaquim Agostinho,Normal,Rua,39.95,Dois Sentidos,5558,1684607
2391039,Rua Joaquim Agostinho,Normal,Rua,32.33,Dois Sentidos,5559,1684607
2391057,Travessa José Freire,Normal,Rua,52.41,Dois Sentidos,5563,1685109
2391071,Rua Camilo Castelo Branco,Normal,Rua,14.26,Inverso,5732,1676792
2391079,Rua João de Deus,Normal,Rua,31.97,Dois Sentidos,5737,1684284
2391085,Rua João de Deus,Normal,Rua,81.85,Dois Sentidos,5742,1684284
2391101,Rua Luís de Camões,Normal,Rua,226.0,Dois Sentidos,5748,1686307
2391109,Rua Luís de Camões,Normal,Rua,7.620,Dois Sentidos,5749,1686307
2391115,Avenida Comandante Gilberto Duarte e Duarte,Normal,Rua,63.79,Inverso,5651,1697423
2391129,Beco Francisco Bicho,Normal,Rua,22.59,Dois Sentidos,5683,1702528
2391137,Travessa Inácio Pereira,Normal,Rua,86.86,Directo,5685,2049692
2391181,Rua Luísa Todi,Normal,Rua,105.8,Dois Sentidos,5722,1686569
2391231,Rua Júlio Dinis,Normal,Rua,18.37,Dois Sentidos,5699,1685422
2391237,Rua Júlio Dinis,Normal,Rua,71.79,Inverso,5700,1685422
2391243,Rua Cesário Verde,Normal,Rua,97.46,Inverso,5707,1677857
2391249,Rua Augusto Gil,Normal,Rua,78.86,Directo,5709,1675288
2391255,Rua Augusto Gil,Normal,Rua,45.65,Dois Sentidos,5710,1675288
2391263,Rua Luís de Camões,Normal,Rua,88.44,Dois Sentidos,5715,1686486
2391275,Rua António Louro,Normal,Rua,120.3,Directo,4306,1674848
2391303,Rua António Silva,Normal,Rua,51.13,Inverso,5350,1675046
2391317,Largo do Chafariz,Normal,Rua,59.19,Dois Sentidos,5353,1668691
2391323,Praceta Miguel Lupi,Normal,Rua,17.10,Directo,5355,1671335
2391331,Praceta Miguel Lupi,Normal,Rua,17.20,Inverso,5356,1671335
2391337,Praceta Miguel Lupi,Normal,Rua,26.42,Dois Sentidos,5357,1671335
2391343,Praceta Natália Correia,Normal,Rua,133.6,Dois Sentidos,5359,1671469
2391348,Praceta Natália Correia,Normal,Rua,42.73,Dois Sentidos,5359,1671469
2391392,Rua António Louro,Normal,Rua,42.77,Dois Sentidos,5366,1674848
2391404,Rua Beatriz Costa,Normal,Rua,53.92,Directo,5370,1675654
2391416,Rua da Bela Vista,Normal,Rua,106.2,Dois Sentidos,5372,1675774
2391422,Rua da Bela Vista,Normal,Rua,26.83,Dois Sentidos,5373,1675774
2391444,Rua da Bela Vista,Normal,Rua,46.91,Dois Sentidos,5379,1675774
2391452,Rua da Bela Vista,Normal,Rua,117.7,Dois Sentidos,5380,1675774
2391484,Rua Bernardo Santareno,Normal,Rua,47.81,Dois Sentidos,5386,1676021
2391497,Rua do Bairro Novo,Normal,Rua,84.01,Dois Sentidos,5389,1676765
2391511,Rua Cândido de Oliveira,Normal,Rua,33.02,Directo,5396,1676945
2391517,Rua Cândido de Oliveira,Normal,Rua,170.3,Directo,5397,1676945
2391539,Rua Carlos Daniel,Normal,Rua,130.6,Inverso,5401,1677185
2391547,Rua Carvalho Araújo,Normal,Rua,95.36,Dois Sentidos,5402,1677325
2391557,Rua Cesário Verde,Normal,Rua,49.55,Dois Sentidos,5403,1677811
2391563,Rua Chaby Pinheiro,Normal,Rua,240.3,Dois Sentidos,5404,1677864
2391569,Rua Chaby Pinheiro,Normal,Rua,90.87,Dois Sentidos,5405,1677864
2391599,Rua da Cidade de Évora,Normal,Rua,54.31,Dois Sentidos,5410,1678154
2391605,Rua da Cidade de Lisboa,Normal,Rua,51.90,Directo,5411,1678233
2391645,Rua Cinco de Outubro,Normal,Rua,68.16,Inverso,5452,1678437
2391651,Rua Cinco de Outubro,Normal,Rua,30.82,Dois Sentidos,5453,1678437
2391659,Rua Cinco de Outubro,Normal,Rua,88.21,Inverso,5459,1678437
2391693,Rua Dia Mundial da Criança,Normal,Rua,38.79,Dois Sentidos,5478,1679304
2391703,Rua Dia Mundial da Criança,Normal,Rua,30.21,Dois Sentidos,5479,1679304
2391711,Rua Dia Mundial da Criança,Normal,Rua,32.10,Dois Sentidos,5486,1679304
2391771,Avenida Amália Rodrigues,Normal,Rua,67.23,Dois Sentidos,6224,1665608
2391777,Avenida Amália Rodrigues,Normal,Rua,360.9,Dois Sentidos,6225,1665608
2391783,Avenida Amália Rodrigues,Normal,Rua,10.34,Dois Sentidos,6226,1665608
2391789,Avenida Luís Marcelino,Normal,Rua,73.02,Dois Sentidos,6227,1666184
2391797,Avenida dos Lusíadas,Normal,Rua,54.54,Dois Sentidos,6229,1666206
2391803,Avenida dos Lusíadas,Normal,Rua,40.59,Dois Sentidos,6230,1666206
2391809,Avenida dos Lusíadas,Normal,Rua,32.29,Dois Sentidos,6231,1666206
2391817,Avenida dos Lusíadas,Normal,Rua,176.9,Dois Sentidos,6233,1666206
2391825,Rua Principal,Normal,Rua,37.44,Inverso,6236,1692288
2391831,Rua da Liberdade,Normal,Rua,24.95,Dois Sentidos,6252,1685884
2391839,Rua da Liberdade,Normal,Rua,46.61,Dois Sentidos,6253,1685884
2391855,Estrada Nacional 249-4,Normal,Rua,157.3,Directo,4046,1709216
2391861,Rua Principal,Normal,Rua,52.08,Dois Sentidos,3378,1692288
2391867,Avenida Francisca Lindoso,Normal,Rua,26.09,Dois Sentidos,6404,1665967
2391879,Estrada Mata da Torre,Normal,Rua,35.06,Dois Sentidos,6544,1668184
2391887,Estrada da Serra de Sintra,Normal,Rua,98.80,Dois Sentidos,6601,1668400
2391905,Estrada Nacional 249-4,Normal,Rua,335.2,Dois Sentidos,6588,1709216
2391913,Estrada Nacional 249-4,Normal,Rua,17.89,Dois Sentidos,6589,1709216
2391939,Avenida Salgueiro Maia,Normal,Rua,12.33,Inverso,7435,1709184
2391946,Travessa Primeiro de Maio,Normal,Rua,38.24,Dois Sentidos,6676,1703490
2391960,Rua de Timor,Normal,Rua,78.81,Dois Sentidos,6661,1674446
2391968,Rua Afonso Gonçalves Baldaia,Normal,Rua,78.76,Dois Sentidos,7430,1673246
2392036,Rua das Rosas,Normal,Rua,98.15,Dois Sentidos,12812,1693510
2392048,Praceta de Rana,Normal,Rua,96.66,Dois Sentidos,12827,1671909
2392130,Travessa da Escola,Normal,Rua,32.90,Dois Sentidos,13026,1702368
2392150,Praceta da Fé,Normal,Rua,20.97,Dois Sentidos,13031,1704850
2392202,Estrada da Rebelva,Normal,Rua,189.6,Dois Sentidos,13155,1668318
2392210,Rua Onze de Março,Normal,Rua,34.38,Dois Sentidos,13329,1689640
2392216,Rua Primeiro de Dezembro,Normal,Rua,18.95,Inverso,13343,1691956
2392222,Rua Primeiro de Dezembro,Normal,Rua,49.07,Dois Sentidos,13335,1691956
2392234,Rua Santos Martins,Normal,Rua,52.38,Inverso,13345,1694619
2392246,Rua das Flores,Normal,Rua,253.5,Dois Sentidos,13405,1681706
2392260,Rua das Flores,Normal,Rua,29.67,Dois Sentidos,13408,1681706
2392318,Praça Francisco Lyon de Castro,Normal,Rua,133.9,Dois Sentidos,5114,1706389
2392327,Praça Francisco Lyon de Castro,Normal,Rua,129.0,Dois Sentidos,5114,1706389
2392358,Avenida das Descobertas,Normal,Rua,46.86,Dois Sentidos,4783,1665845
2392366,Avenida das Descobertas,Normal,Rua,45.70,Dois Sentidos,13463,1665845
2392394,Avenida das Descobertas,Normal,Rua,44.57,Dois Sentidos,13466,1665845
2392418,Avenida das Descobertas,Normal,Rua,14.39,Dois Sentidos,13469,1665845
2392426,Avenida Francisca Lindoso,Normal,Rua,85.59,Dois Sentidos,4123,1665967
2392434,Avenida Francisca Lindoso,Normal,Rua,18.38,Dois Sentidos,4113,1665967
2392442,Avenida Júlio Dantas,Normal,Rua,68.08,Directo,4049,1666131
2392464,Avenida Júlio Dantas,Normal,Rua,38.69,Dois Sentidos,13472,1666131
2392476,Avenida Júlio Dantas,Normal,Rua,33.05,Dois Sentidos,13475,1666131
2392518,Beco a Almeida Costa,Normal,Rua,18.98,Dois Sentidos,11404,1667301
2392524,Beco Nossa Senhora da Graça,Normal,Rua,14.53,Dois Sentidos,13496,1667522
2392568,Estrada Cinco de Junho,Normal,Rua,338.0,Dois Sentidos,13513,1668046
2392608,Estrada da Conceição da Abóboda,Normal,Rua,46.02,Dois Sentidos,13523,1668053
2392622,Estrada de Talaíde,Normal,Rua,36.53,Dois Sentidos,3919,1668422
2392628,Estrada de Talaíde,Normal,Rua,39.20,Inverso,3914,1668422
2392650,Estrada de Polima,Normal,Rua,30.25,Dois Sentidos,13593,1668258
2392690,Estrada de Polima,Normal,Rua,40.47,Dois Sentidos,13601,1668258
2392716,Estrada Principal do Outeiro,Normal,Rua,116.4,Dois Sentidos,2812,1668279
2392746,Largo do Chafariz,Normal,Rua,44.98,Directo,13610,1668674
2392752,Rua do Zambujal,Normal,Rua,34.21,Directo,13611,1697121
2392758,Rua Almeida Garrett,Normal,Rua,23.47,Directo,13619,1673783
2392780,Rua dos Canteiros,Normal,Rua,17.67,Inverso,13622,1676984
2392802,Largo de Matos Cheirinhos,Normal,Rua,31.66,Dois Sentidos,3629,1669013
2392812,Largo Nuno Tristão,Normal,Rua,20.62,Inverso,13637,1669035
2392818,Largo da Palmeira,Normal,Rua,16.94,Dois Sentidos,3883,1669074
2392838,Largo dos Rubis,Normal,Rua,35.90,Dois Sentidos,2591,1669202
2392856,Largo dos Topázios,Normal,Rua,39.59,Dois Sentidos,2595,1669296
2392864,Largo Venâncio Marques,Normal,Rua,16.93,Dois Sentidos,13674,1669345
2392888,Praça Fernando Lopes Graça,Normal,Rua,35.30,Dois Sentidos,13707,1669724
2392894,Praça Fernando Lopes Graça,Normal,Rua,28.72,Dois Sentidos,13708,1669724
2392902,Praça Fernando Lopes Graça,Normal,Rua,4.228,Inverso,13712,1669724
2392908,Praça Fernando Lopes Graça,Normal,Rua,17.33,Inverso,13711,1669724
2392924,Rua das Flores,Normal,Rua,46.50,Inverso,13728,1681670
2392930,Rua das Flores,Normal,Rua,47.89,Inverso,13729,1681670
2392942,Praceta Raúl Proença,Normal,Rua,96.49,Dois Sentidos,13784,1671107
2392949,Praceta Miguel Lupi,Normal,Rua,16.28,Dois Sentidos,13796,1671335
2392955,Praceta Miguel Lupi,Normal,Rua,24.15,Dois Sentidos,13799,1671335
2392975,Rua de São José,Normal,Rua,11.44,Inverso,13810,1700842
2392981,Rua Pedro Nunes,Normal,Rua,86.83,Inverso,13814,1690735
2392999,Rua do Comércio,Normal,Rua,13.78,Directo,13826,1678734
2393005,Rua dos Primeiros,Normal,Rua,74.80,Inverso,13828,1672977
2393013,Rua Cinco de Outubro,Normal,Rua,82.41,Inverso,13836,1678437
2393019,Praceta das Violetas,Normal,Rua,31.64,Dois Sentidos,13842,1672189
2393053,Rua Abel Manta,Normal,Rua,13.63,Directo,13876,1672993
2393085,Estrada da Rebelva,Normal,Rua,18.49,Dois Sentidos,13895,1668318
2393121,Rua Infante Dom Henrique,Normal,Rua,46.44,Dois Sentidos,13910,1699336
2393146,Rua Alexandre Dumas,Normal,Rua,264.0,Dois Sentidos,2954,1673505
2393168,Rua Almeida Garrett,Normal,Rua,41.97,Dois Sentidos,4262,1673794
2393201,Rua de Alviela,Normal,Rua,157.8,Inverso,3145,1674107
2393259,Rua das Antas,Normal,Rua,77.79,Directo,2910,1674541
2393265,Rua das Antas,Normal,Rua,166.4,Dois Sentidos,13964,1674541
2393271,Rua Quirino Evangelista,Normal,Rua,13.07,Directo,13965,1692772
2393283,Rua António dos Santos,Normal,Rua,68.07,Dois Sentidos,13967,1674732
2393337,Rua António Sacramento,Normal,Rua,182.0,Dois Sentidos,5348,1674936
2393343,Rua António Sacramento,Normal,Rua,29.47,Dois Sentidos,13984,1674936
2393369,Rua António Tomás Botto,Normal,Rua,81.67,Dois Sentidos,13987,1675053
2393375,Rua António Tomás Botto,Normal,Rua,42.82,Dois Sentidos,13991,1675053
2393406,Rua Artur Bual,Normal,Rua,90.79,Dois Sentidos,13999,1675197
2393442,Rua da Atalaia,Normal,Rua,62.08,Dois Sentidos,14003,1675260
2393480,Rua da Pradaria,Passagem superior,Rua,33.55,Dois Sentidos,14013,1691878
2393542,Rua Bartolomeu Dias,Normal,Rua,200.7,Dois Sentidos,14028,1675603
2393577,Rua Beatriz Costa,Normal,Rua,35.85,Directo,14038,1675654
2393589,Rua da Bela Vista,Normal,Rua,12.23,Dois Sentidos,5375,1675774
2393603,Rua Benjamim Ribeiro,Normal,Rua,86.91,Dois Sentidos,14076,1675901
2393627,Rua Bernardino Machado,Normal,Rua,65.87,Dois Sentidos,14088,1675974
2393666,Rua Bernardo Santareno,Normal,Rua,9.138,Dois Sentidos,14099,1676021
2393672,Avenida José Maria da Silva,Normal,Rua,45.50,Inverso,14100,1666124
2393694,Rua Eça de Queiroz,Normal,Rua,114.5,Inverso,14114,1679731
2393702,Rua do Bocage,Normal,Rua,15.16,Dois Sentidos,4718,1676145
2393708,Rua do Bocage,Normal,Rua,21.53,Dois Sentidos,14116,1676145
2393739,Rua dos Búzios,Normal,Rua,58.91,Dois Sentidos,3263,1676453
2393747,Rua dos Cabecinhos,Normal,Rua,10.29,Dois Sentidos,14129,1676469
2393759,Rua de Calígula,Normal,Rua,153.8,Directo,3069,1676647
2393765,Rua de Sertório,Normal,Rua,68.49,Dois Sentidos,3638,1694921
2393771,Rua de Pompeu,Normal,Rua,44.47,Dois Sentidos,3612,1691639
2393794,Rua do Bairro Novo,Normal,Rua,6.711,Dois Sentidos,14146,1676765
2393800,Rua do Zambujal,Normal,Rua,45.92,Inverso,14148,1697121
2393806,Rua do Zambujal,Normal,Rua,48.46,Directo,14149,1697121
2393812,Rua do Bairro Novo,Normal,Rua,157.3,Dois Sentidos,14151,1676765
2393830,Rua Garcia de Sá,Normal,Rua,49.70,Dois Sentidos,14160,1682423
2393886,Rua dos Caracóis,Normal,Rua,8.337,Directo,14191,1677031
2393898,Rua Carmen Miranda,Normal,Rua,87.62,Inverso,14205,1677276
2393916,Rua do Carmo,Normal,Rua,251.2,Dois Sentidos,4093,1677283
2393936,Rua do Cassanito,Normal,Rua,31.10,Dois Sentidos,4379,1677431
2393950,Avenida do Castelo de São Jorge,Normal,Rua,32.64,Directo,14229,1665767
2393956,Avenida do Castelo de São Jorge,Normal,Rua,38.98,Directo,14230,1665767
2393962,Avenida do Castelo de São Jorge,Normal,Rua,79.97,Directo,14231,1665767
2393976,Rua António Nobre,Normal,Rua,22.76,Inverso,4838,1674912
2393988,Rua Cesário Verde,Normal,Rua,178.9,Dois Sentidos,4443,1677850
2393996,Rua do Comércio,Normal,Rua,47.54,Directo,14249,1678734
2394002,Rua de Cícero,Normal,Rua,65.86,Inverso,3244,1678052
2394008,Rua de Cícero,Normal,Rua,68.85,Inverso,14251,1678052
2394028,Rua da Cidade de Coimbra,Normal,Rua,57.66,Dois Sentidos,14258,1678123
2394040,Rua da Cidade de Lisboa,Normal,Rua,72.22,Directo,14262,1678233
2394054,Rua de Alcaide,Normal,Rua,69.33,Dois Sentidos,14277,1706187
2394062,Rua da Cidade de Viana do Castelo,Passagem inferior,Rua,43.00,Dois Sentidos,14279,1678279
2394068,Rua da Cidade de Viana do Castelo,Normal,Rua,44.40,Dois Sentidos,14280,1678279
2394078,Rua da Cidade de Viana do Castelo,Normal,Rua,5.827,Inverso,14281,1678279
2394098,Rua Cinco de Outubro,Normal,Rua,10.66,Dois Sentidos,14286,1678461
2394140,Rua de Constantino,Normal,Rua,51.97,Dois Sentidos,3215,1678798
2394148,Rua de Crasso,Normal,Rua,150.6,Directo,3080,1678957
2394154,Rua do Cristal,Normal,Rua,132.0,Inverso,3416,1679049
2394172,Rua dos Depósitos,Normal,Rua,26.87,Dois Sentidos,4459,1679206
2394194,Rua dos Depósitos,Normal,Rua,26.63,Dois Sentidos,14320,1679206
2394252,Rua da Escola Nova,Normal,Rua,143.0,Dois Sentidos,14394,1680156
2394356,Rua Fernão Pó,Normal,Rua,169.1,Directo,3405,1681190
2394362,Avenida Padre Agostinho Pereira da Silva,Passagem inferior,Rua,39.38,Dois Sentidos,14657,1681386
2394374,Avenida Padre Agostinho Pereira da Silva,Normal,Rua,161.2,Dois Sentidos,4986,1681386
2394380,Avenida Padre Agostinho Pereira da Silva,Normal,Rua,64.75,Dois Sentidos,14658,1681386
2394404,Rua das Papoilas,Normal,Rua,69.76,Dois Sentidos,14991,1690098
2394448,Rua da Fonte,Normal,Rua,48.94,Dois Sentidos,15001,1681846
2394478,Rua de Freiria,Normal,Rua,26.09,Dois Sentidos,15025,1682188
2394510,Rua Gago Coutinho,Normal,Rua,112.2,Dois Sentidos,15045,1682310
2394552,Rua dos Abetos,Normal,Rua,29.55,Dois Sentidos,11491,1673007
2394588,Rua do Alto das Rolas,Normal,Rua,48.79,Dois Sentidos,11519,1673949
2394594,Rua Aniceto do Rosário,Normal,Rua,214.8,Dois Sentidos,11548,1674501
2394642,Rua de São José,Normal,Rua,25.95,Dois Sentidos,12123,1700881
2394720,Rua Gil Eanes,Normal,Rua,77.18,Dois Sentidos,9537,1682625
2394732,Rua da Guarda,Normal,Rua,52.04,Dois Sentidos,9552,1683184
2394744,Rua da Igreja,Normal,Rua,43.98,Dois Sentidos,9571,1683628
2394750,Rua da Lagoa,Normal,Rua,323.3,Dois Sentidos,9573,1685592
2394762,Largo do Chafariz,Normal,Rua,14.83,Dois Sentidos,9576,1668667
2394788,Rua Luís Vaz de Camões,Normal,Rua,85.26,Dois Sentidos,9584,1686300
2394820,Praceta Moura Stoffel (Maestro),Normal,Rua,22.20,Dois Sentidos,13356,1671448
2394838,Praceta Nova,Normal,Rua,47.38,Dois Sentidos,13363,1671575
2394862,Praceta de Santa Bárbara,Normal,Rua,36.98,Dois Sentidos,13374,1671958
2394888,Praceta Visconde de Coruche,Normal,Rua,83.58,Dois Sentidos,13379,1672204
2394905,Rua das Alfarrobeiras,Normal,Rua,80.02,Dois Sentidos,13392,1673606
2394917,Rua Freitas Reis,Normal,Rua,75.99,Inverso,13402,1682210
2394923,Rua da Ponte do Trigo,Normal,Rua,72.29,Dois Sentidos,13406,1691682
2394929,Rua dos Pombos,Normal,Rua,146.2,Dois Sentidos,13409,1691632
2394947,Rua do Pintão,Normal,Rua,59.22,Dois Sentidos,13413,1691329
2394953,Rua do Pintão,Normal,Rua,65.50,Inverso,13414,1691329
2394959,Rua do Pintão,Normal,Rua,15.57,Dois Sentidos,13415,1691329
2394965,Rua dos Pinheiros,Normal,Rua,237.0,Dois Sentidos,13427,1691300
2394977,Rua das Pimenteiras,Normal,Rua,95.49,Dois Sentidos,13430,1691055
2394983,Rua do Outeiro do Guincho,Normal,Rua,159.9,Dois Sentidos,13431,1689798
2395001,Rua de Nossa Senhora da Conceição,Normal,Rua,33.38,Dois Sentidos,13436,1688961
2395007,Rua de Nossa Senhora da Conceição,Normal,Rua,18.07,Dois Sentidos,13435,1688961
2395013,Largo Maestro José Taborda,Normal,Rua,21.32,Directo,11976,1669394
2395019,Rua Domingos Serapião de Freitas,Normal,Rua,27.43,Inverso,14968,1679540
2395027,Rua Eça de Queiroz,Normal,Rua,34.43,Dois Sentidos,14971,1679694
2395035,Rua Eça de Queiroz,Normal,Rua,109.3,Dois Sentidos,11152,1679694
2395041,Rua Júlio Dantas,Normal,Rua,70.62,Dois Sentidos,14976,1685406
2395047,Rua Eça de Queiroz,Normal,Rua,60.14,Inverso,14977,1679694
2395113,Rua do Alecrim,Normal,Rua,41.41,Inverso,7506,1673381
2395143,Rua do Alecrim,Normal,Rua,41.99,Inverso,7511,1673381
2395155,Rua Alexandre Herculano,Normal,Rua,28.79,Dois Sentidos,7513,1673523
2395203,Rua Ary dos Santos,Normal,Rua,49.67,Inverso,7521,1675204
2395221,Rua Garcia de Resende,Normal,Rua,96.84,Dois Sentidos,15059,1682398
2395231,Rua Garcia de Resende,Normal,Rua,12.70,Dois Sentidos,15062,1682398
2395239,Rua Garcia de Resende,Normal,Rua,49.39,Dois Sentidos,15061,1682398
2395250,Rua Garcia de Sá,Normal,Rua,47.58,Dois Sentidos,15065,1682423
2395256,Rua Gil Eanes,Normal,Rua,49.98,Dois Sentidos,5500,1682632
2395281,Rua Gil Vicente,Normal,Rua,29.94,Dois Sentidos,15072,1682690
2395287,Rua Gil Vicente,Normal,Rua,19.24,Dois Sentidos,4618,1682690
2395293,Rua Gil Vicente,Normal,Rua,41.51,Dois Sentidos,15073,1682690
2395299,Rua dos Girassóis,Normal,Rua,59.85,Dois Sentidos,15074,1682775
2395341,Rua do Guadiana,Normal,Rua,10.21,Dois Sentidos,15088,1683159
2395347,Rua Guerra Junqueiro,Normal,Rua,34.14,Dois Sentidos,3300,1683204
2395371,Rua Helena Félix,Normal,Rua,60.10,Dois Sentidos,3071,1683345
2395405,Rua João de Deus,Normal,Rua,53.12,Dois Sentidos,15114,1684269
2395419,Rua João de Deus,Normal,Rua,49.24,Dois Sentidos,5736,1684284
2395455,Rua de Santo António,Normal,Rua,47.81,Dois Sentidos,15127,1700330
2395481,Rua Júlio Dinis,Normal,Rua,54.47,Dois Sentidos,15158,1685422
2395497,Rua Júlio Dinis,Normal,Rua,69.34,Dois Sentidos,15162,1685487
2395539,Rua Lápis-Lazuli,Normal,Rua,77.11,Dois Sentidos,15182,1685637
2395564,Avenida das Esmeraldas,Normal,Rua,31.92,Directo,15189,1665886
2395586,Rua do Lavadouro,Normal,Rua,23.70,Inverso,15207,1685784
2395600,Rua do Lavadouro,Normal,Rua,31.09,Dois Sentidos,15210,1685784
2395630,Rua da Liberdade,Normal,Rua,116.2,Directo,15219,1685877
2395638,Rua Infante Dom Henrique,Normal,Rua,138.8,Directo,15220,1699382
2395646,Rua dos Lilázes,Normal,Rua,13.72,Dois Sentidos,15235,1685940
2395684,Rua Luís Vaz de Camões,Normal,Rua,23.47,Inverso,15255,1686385
2395700,Rua Luís de Camões,Normal,Rua,42.70,Dois Sentidos,4398,1686392
2395708,Rua Luís Vaz de Camões,Normal,Rua,124.2,Inverso,3371,1686432
2395716,Rua dos Lusitanos,Normal,Rua,208.0,Directo,3383,1686631
2395724,Rua Nossa Senhora da Conceição,Normal,Rua,97.11,Directo,15261,1688950
